,id,title,language_code,description,similar_books,ratings_count,num_pages,text_reviews_count,average_rating,Action,Adventure,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Thriller,War,Action_b,Adventure_b,Crime_b,Documentary_b,Drama_b,Family_b,Fantasy_b,History_b,Horror_b,Music_b,Mystery_b,Romance_b,Thriller_b,War_b
67115,36315010,Notfinity Process: Microcosms-in-Motion,eng,"Notfinity Process has a univironmental, deterministic worldview and uses aspects of classical mechanics, and systems philosophy. It reveals invalidating problems with The Big Bang theory. It shows absurdities in orthodox physics, such as matterless motion, wave-particle duality, the need for observers for the cosmos to exist. cosmological expansion; and inflation, Coyne argues quantum mechanics and relativity cannot be unified, because of their deep flaws. He refers to serious problems in relativity, such as the non-scientific objectification of motion, violations of scientific assumptions, and profound math errors. He shows that the Big Bang Theory has been falsified. Other physics topics covered are: Modern Mechanics, the Infinite Universe Theory, and Universal Cycle Theory, an aether gravity model, and rational explanations for entanglement and the 2-slit experiment.
Coyne proposes that the functioning brain is consciousness, and he accounts for the hard problem of subjective experience. He explains the cause of dualistic confusion, and describes the Global Workplace Theory. He discusses higher-order thought theory, the illusion of the observer, the concept of self-awareness, Antonio Damasio's model, and negative implications from brain studies on the idea of free will.",[],1.0,366.0,1.0,5.0,1.0,1.0,0.032999737848922316,1.0,0.03811522888764041,0.0369673882887486,0.03801839401164878,0.030688552512810864,0.03761716563445747,0.034766506019681946,0.03296948449717624,0.03494032348598298,1.0,0.02528297850060276,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
326629,22545144,Patches and Buttons by Jennifer Link,eng,"Younger children might be afraid of noises and this book might be able to help them. Patches, a dog, and Buttons a bunny live in the same house. Buttons seems to be afraid of almost all the noises in the house from Patches barking to the vacuum cleaner running and even the water in the bathtub. Buttons feels safest in his cage and wants nothing more to do but go into it and hide. Patches the dog, wants to play and even brings him a toy to play with.
The pictures are large and colorful and the wording is easy for a young child to understand, think this will be a help for some children to read who get scared easily.",[],3.0,35.0,3.0,4.86,0.0726027512214793,0.08249235859132177,0.06655568459438639,0.04836680464190829,0.08393244574411211,1.0,1.0,0.047639325318210704,1.0,0.05349044960596026,0.08716966873105347,0.07093171339406584,1.0,0.04739138867671403,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
375870,23588413,Red Christmas,eng,"A collection of brief stories with a Christmas theme. These are tales for older children and adults - although they do not concern sex, they do reflect adult themes. They are all also available in the larger collection of Michael Wombat's tales, Blood on the Ground.",[],6.0,15.0,3.0,5.0,0.13614695721664288,1.0,0.10652648226727451,0.10318712642816337,0.12072819548022365,1.0,1.0,0.09174215365446965,1.0,0.08726518953169565,0.12121448173587351,0.11118083884956528,0.13607767164590026,0.08922192679857685,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
152401,10864605,Fallen from Grace,eng,"As the 19th century winds to a close, Sheriff Sylvester Tilghman of the small Pennsylvania town of Arahpot ponders his biggest problems: finding a new deputy and convincing his true love, Lydia, to marry him. But an early autumn day finds Arahpot's usual tranquility shaken when a stranger is fatally stabbed. Upon seeing the victim, Tilghman recalls witnessing a strained encounter between him and Valentine Deibert, an obese man with a wife half his age who had recently moved to Arahpot. The sheriff questions Deibert who denies knowing the victim. Tilgman is unconvinced, but lacks a connection until the widow arrives in Arahpot. Suddenly Sylvester is plunged into investigating two murders. As he works through an abundance of motivated suspects, Tilghman finds himself in danger. And worse -- Lydia is pushing her obnoxious cousin as a candidate for deputy. About the author: A retired newspaper editor, J. R. Lindermuth lives and writes in central Pennsylvania. Since his retirement he has served as librarian of his county historical society where he assists patrons with research and genealogy. Visit his website at www.jrlindermuth.com",[],11.0,174.0,3.0,4.73,0.08440096719478966,0.07761941989839008,0.08678305941237713,0.0587597576573664,1.0,0.07326352836275203,0.08036689532812281,0.07681590350609217,0.08015836606913769,0.0648627411336759,1.0,1.0,1.0,0.044740382811473633,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
184482,26785197,"Sweet Evening Breeze and Other Kentucky Characters, Communities and Chronicles",eng,"In this humorous and intelligent memoir from a consummate storyteller, Sheila Joyce Strunk captures the richness of language and the eccentricity of people and places she knew growing up in the mountain South. SWEET EVENING BREEZE bewitches from its opening dissertation on spirit. Strunk offers astonishing detail in the wry voice of the natural-born songwriter and storyteller. **** Two poets laureate enthusiastically recommend SWEET EVENING BREEZE: **** George Ella Lyon says, ""There is so much to love about SWEET EVENING BREEZE: the author's affection for our history, her eye for the quirky and absurd in human character, her irreverent wisdom, her political and literary savvy. But what I find the most delicious about Sheila Joyce Strunk's memoir is the muscular music of her language. Lyrical, pithy, rejoicing in sound and rhythm, her words are alive and enlivening. Don't miss this book!"" **** Gurney Norman says, ""Sheila Joyce Strunk's memoir SWEET EVENING BREEZE is one of the most interesting and best written books I have read in a very long time. In her lively, vibrant voice she tells touching, funny, dramatic and always fascinating stories of her early life among colorful relatives and local people in the 1930s, '40s and '50s. The book is a river of stories of people, personalities, places and historic events that flow naturally together in Sheila Strunk's irresistible writing style. It is refreshing that the stories in Strunk's book come from her own prodigious human memory."" (www.MotesBooks.com)
(description from http://www.holisticpage.com.au/sweet-...)",[],1.0,175.0,1.0,5.0,0.08368308823387566,0.08722891385125081,0.07638455630159477,1.0,1.0,0.08565044205584388,1.0,0.0848879214457101,1.0,0.08581508933395977,0.08110542979357435,0.08465598770059468,0.0870291951413054,0.05738811826894284,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
542099,22852619,Privatization of Education in Afghanistan,eng,"Privatization is a new trend in the educational system of Afghanistan, and it is rapidly expanding with increasing the number of students' enrollment in schools and universities. According to the Afghanistan, Statistical Year Book of 2011-2012, there were 14,034 schools (13,556 public, 478 private) in the country in 2012. In the private sector by the end of 2009, there were only 159 private schools. This indicates an increase of more than 3 fold private schools between 2009 and 2012.
In higher education, according to the Statistical yearbook of Afghanistan, citing Ministry of Higher Education of Afghanistan; by the end of 2009, there were 34 government and private higher-education institutes in the country (22 public and 12 private). Additionally, by the end of 2012, that number increased to 69 universities (26 public, 43 private).",[],1.0,100.0,1.0,5.0,1.0,0.036242344738292846,0.035960392485740435,1.0,1.0,1.0,0.030507553466873807,0.03857216800427815,0.03273523183282925,0.03604694265641626,0.03864074032282955,0.03401894269714454,0.03980702436761937,0.034294939903156844,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180197,35552836,Wonder Mom-Mom,eng,"Becky Willowbee dreams of attending the biggest bird-watching festival on the east coast. The science fair grand prize would give her enough money to buy a ticket, and Becky loves science almost as much as she loves birds. Sounds like the perfect plan. Right? There's just one problem...maybe three. The class bully wants the prize for herself, Becky's little brother is afraid of birds, and her mom-mom thinks she's a superhero. That's right. Superhero. If Becky wants the prize, she'll need to keep everyone under control. What could possibly go wrong?",[],1.0,224.0,1.0,4.57,1.0,1.0,1.0,0.0461664965461431,0.062162890172046195,1.0,0.06323986057085472,0.04180100142735869,0.051342563202628345,0.046615299228358276,0.04976916086983921,0.059401190750323955,0.06315194890389021,0.02959103613597683,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151854,21567992,caile,eng,"Grenda has always been turned on by the underground world of Skelerotica. When she finally finds her way, will it be everything she dreamed?",[],3.0,10.0,1.0,5.0,0.13281802910215948,1.0,0.08311731686524562,1.0,0.1133775236488433,0.12583816937620154,1.0,0.12340630983239728,0.08665839521870061,0.09425314365460677,0.07914396707784496,0.0775219057570481,0.10679762368858879,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
350026,28550830,Knights of the Square Table 3: Just Imagine,en-US,"Six teenagers determined to bring about global nuclear disarmament run into a problem: It may not be possible. After all they've been through and done, will they now have to accept defeat?
The conclusion of the series.",[],10.0,121.0,5.0,4.57,1.0,1.0,0.030319148200729996,1.0,0.03248290145682962,0.03477766772264133,0.04025464169683224,0.027608160997787082,1.0,0.02928069400011703,0.037486205831199146,0.027943328865045164,0.03890039851174706,0.021126834472111243,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
368708,6863869,Encyclopaedia Iranica: V. 4 Fascicle 7 CALENDARS II - CAPPADOCIA,eng,Encyclopaedia Iranica: V. 4 Fascicle 7 CALENDARS II - CAPPADOCIA,[],2.0,112.0,1.0,5.0,1.0,1.0,0.0034087749959392268,0.005584638587985435,0.005059997220473735,0.003483491403927083,0.004874696553346856,1.0,0.005810704202631578,0.002845817812757412,0.0028032094975433634,0.004260214250981863,0.005125221981038028,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
545983,23263221,Sinner's Grove,eng,"This is an alternate cover edition for ASIN 
A startling discovery when she was 14 left San Francisco artist Jenna Bergstrom estranged from her family; unforeseen tragedy only sharpened her loneliness. But now her ailing grandfather needs her expertise to re-open the family's once-famous artists' retreat on the California coast. The problem? She'll have to face architect Brit Maguire, the ex-love of her life.
Seven years ago, Brit spent a magical time with the girl of his dreams, only to have her disappear from his life completely. Now she's back, helping with the biggest architectural renovation of his career. No matter how deep his feelings still run, Brit can't afford the distraction of Jenna Bergstrom, because something is going terribly wrong with the project at Sinner's Grove.
As Jenna and Brit struggle to keep their passion in check, unseen enemies close in, bent on destroying more than just her grandfather's dream. Through the prism of ever-increasing danger, Jenna finally discovers what true family--and true love--is all about. But will it be too late?
A finalist for the 2014 Linda Howard Award of Excellence in contemporary romance, Sinner's Grove is the foundational novel of A.B. Michaels' new series, ""Sinner's Grove.""",[],11.0,460.0,6.0,4.53,0.08824169333348952,0.09570996487134963,0.08969867092072863,0.09369346913114213,1.0,1.0,1.0,0.09414993242270439,0.08825358435040057,0.10075816351467429,0.09081385500382505,1.0,0.09848709337877837,0.05730518269313826,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
